City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Lasa,IT,46.6166,10.7002,61.68,84,2,5.23,clear sky
347,Meulaboh,ID,4.1363,96.1285,75.34,89,100,2.3,moderate rain
348,Dois Corregos,BR,-22.3661,-48.3803,67.86,80,98,10.22,overcast clouds
349,Inhambane,MZ,-23.865,35.3833,72.57,81,25,8.32,scattered clouds
350,Longyearbyen,SJ,78.2186,15.6401,30.04,74,75,17.27,broken clouds
351,Marihatag,PH,8.7936,126.2969,77.38,88,100,5.7,light rain
352,Kodiak,US,57.79,-152.4072,47.71,76,100,14.97,moderate rain
353,Slonim,BY,53.0867,25.3219,50.13,94,100,6.78,overcast clouds
354,Shimoda,JP,34.6667,138.95,56.1,86,100,16.28,overcast clouds
355,Etla,MX,17.0608,-96.7944,63.19,88,100,8.05,light intensity drizzle
356,Ostersund,SE,63.1792,14.6357,39.65,87,100,14.97,overcast clouds
357,Rostovka,RU,55.3842,71.8891,42.17,67,100,10.31,overcast clouds
358,Bakchar,RU,57.0186,82.0711,37.42,92,100,5.14,overcast clouds
359,Hwange,ZW,-18.3693,26.5019,79.27,29,26,3.71,scattered clouds
360,Plouzane,FR,48.3833,-4.6167,64.72,91,75,10.36,broken clouds
361,Evanston,US,42.0411,-87.6901,48.2,55,75,18.41,broken clouds
362,Marienburg,PL,54.0359,19.0266,53.04,84,21,11.12,few clouds
363,Sistranda,NO,63.7256,8.834,42.76,67,100,17.29,overcast clouds
364,Ketchikan,US,55.3422,-131.6461,57.67,94,100,17.27,mist
365,Norman Wells,CA,65.282,-126.8329,39.24,87,75,2.3,broken clouds
366,Kununurra,AU,-15.7667,128.7333,76.98,83,72,0.0,broken clouds
367,Zhangye,CN,38.9342,100.4517,49.32,22,6,4.38,clear sky
368,Cobija,BO,-11.0267,-68.7692,86.18,74,75,3.44,thunderstorm
369,Larsnes,NO,62.2028,5.5773,46.45,89,79,5.73,broken clouds
370,Rokytne,UA,51.2796,27.214,53.82,81,100,7.94,overcast clouds
371,Tommot,RU,58.9564,126.2925,16.7,95,100,2.3,overcast clouds
372,Senador Jose Porfirio,BR,-2.5908,-51.9542,83.91,65,100,3.31,overcast clouds
373,Rassvet,RU,46.8333,40.75,50.94,46,34,4.88,scattered clouds
374,Oktyabrskiy,RU,54.4815,53.471,44.96,84,100,14.2,overcast clouds
375,Port Macquarie,AU,-31.4333,152.9167,62.89,80,100,8.97,overcast clouds
376,Lavrentiya,RU,65.5833,-171.0,26.19,76,7,1.86,clear sky
377,Kalispell,US,48.1958,-114.3129,68.49,42,0,4.61,clear sky
378,Turukhansk,RU,65.8167,87.9833,32.34,99,100,7.87,light snow
379,Chimbote,PE,-9.0853,-78.5783,65.64,73,39,11.7,scattered clouds
380,Puerto Penasco,MX,31.3167,-113.5333,83.84,36,0,1.99,clear sky
381,Mineiros,BR,-17.5694,-52.5511,89.22,23,74,8.52,moderate rain
382,Ananas,HT,19.2466,-71.9557,77.76,73,95,4.52,moderate rain
383,Cabedelo,BR,-6.9811,-34.8339,77.67,76,23,14.83,few clouds
384,Smidovich,RU,48.6,133.8167,32.79,64,0,11.5,clear sky
385,Goderich,CA,43.7501,-81.7165,44.92,81,100,16.11,overcast clouds
386,Nuuk,GL,64.1835,-51.7216,36.21,93,100,19.57,light snow
387,Liverpool,GB,53.4106,-2.9779,52.29,84,0,12.66,clear sky
388,Saint-Francois,FR,46.4154,3.9054,60.24,77,0,2.3,clear sky
389,Alyangula,AU,-13.8483,136.4192,80.24,77,77,7.87,broken clouds
390,Egvekinot,RU,66.3167,-179.1667,17.98,94,100,7.49,light snow
391,Vagay,RU,57.9375,69.0217,39.97,86,100,6.51,overcast clouds
392,Ponta Delgada,PT,37.7333,-25.6667,63.32,59,20,21.85,few clouds
393,Togitsu,JP,32.8333,129.85,59.99,63,0,7.38,clear sky
394,Kruisfontein,ZA,-34.0033,24.7314,67.89,97,57,6.67,broken clouds
395,Faya,SA,18.3851,42.4509,60.91,30,92,5.57,overcast clouds
396,Paddhari,IN,22.4333,70.6,79.18,33,17,4.65,few clouds
397,Kahramanmaras,TR,38.0,37.0,56.73,60,90,3.0,overcast clouds
398,Shelburne,CA,44.0787,-80.2041,40.91,88,100,11.81,overcast clouds
399,Trofaiach,AT,47.4167,15.0,47.86,92,3,5.01,clear sky
400,Katsuura,JP,35.1333,140.3,57.96,84,100,20.94,overcast clouds
401,Kasongo-Lunda,CD,-6.4667,16.8167,71.58,97,100,1.97,overcast clouds
402,Yerbogachen,RU,61.2767,108.0108,27.37,84,79,9.31,broken clouds
403,Athabasca,CA,54.7169,-113.2854,70.21,22,19,6.06,few clouds
404,Mayo,US,38.8876,-76.5119,55.35,52,75,8.05,broken clouds
405,George Town,MY,5.4112,100.3354,80.53,93,20,2.3,light rain
406,Wufeng,CN,27.45,104.8333,42.24,66,5,4.97,clear sky
407,Manjacaze,MZ,-24.7117,33.8828,67.78,89,19,5.26,few clouds
408,Acarau,BR,-2.8856,-40.12,79.43,77,16,18.9,few clouds
409,Petatlan,MX,17.5167,-101.2667,85.8,86,91,3.33,light rain
410,Am Timan,TD,11.0297,20.2827,78.06,62,3,4.07,clear sky
411,Neuquen,AR,-38.9516,-68.0591,67.89,49,40,9.22,scattered clouds
412,Northam,GB,51.0333,-4.2167,61.25,86,100,23.29,overcast clouds
413,Nouadhibou,MR,20.931,-17.0347,84.18,37,39,24.16,sand
414,Itarema,BR,-2.9248,-39.9167,79.07,78,13,17.49,few clouds
415,Kabo,CF,7.6994,18.629,75.83,78,64,3.36,broken clouds
416,Ratnagiri,IN,16.9833,73.3,77.9,88,95,3.94,overcast clouds
417,Cururupu,BR,-1.8283,-44.8683,79.27,74,34,5.17,scattered clouds
418,Manado,ID,1.487,124.8455,75.97,88,20,1.14,few clouds
419,Salta,AR,-24.7859,-65.4117,61.39,82,100,13.8,overcast clouds
420,Narsaq,GL,60.9167,-46.05,35.82,79,100,9.55,overcast clouds
421,Puerto Baquerizo Moreno,EC,-0.9,-89.6,74.39,69,20,11.5,few clouds
422,San Cristobal,VE,7.7669,-72.225,75.38,90,92,0.94,overcast clouds
423,Povenets,RU,62.8487,34.8262,39.25,87,100,5.14,overcast clouds
424,Nchelenge,ZM,-9.3451,28.734,76.28,50,70,3.62,broken clouds
425,Naron,ES,43.5167,-8.1528,65.25,89,86,5.32,overcast clouds
426,San Vicente,AR,-26.6167,-54.1333,66.51,98,66,2.28,broken clouds
427,Hit,IQ,33.6416,42.8251,80.71,20,0,5.01,clear sky
428,Malayal,PH,7.208,121.942,75.0,82,99,2.68,overcast clouds
429,Novikovo,RU,51.1537,37.8879,52.63,53,100,10.85,overcast clouds
430,Dubbo,AU,-32.25,148.6167,60.93,94,100,8.05,overcast clouds
431,Cayenne,GF,4.9333,-52.3333,84.24,74,20,5.75,heavy intensity rain
432,Tuatapere,NZ,-46.1333,167.6833,49.84,62,72,7.16,broken clouds
433,Keetmanshoop,NA,-26.5833,18.1333,79.47,26,6,4.34,clear sky
434,San Jeronimo,PE,-11.9472,-75.2829,62.11,52,47,6.96,scattered clouds
435,Suwannaphum,TH,15.6035,103.8021,64.29,84,74,7.45,broken clouds
436,Acapulco,MX,16.8634,-99.8901,85.82,70,100,10.36,overcast clouds
437,Douglas,US,41.3,-96.167,43.86,27,0,11.5,clear sky
438,Matara,LK,5.9485,80.5353,76.35,90,100,10.58,overcast clouds
439,Coxim,BR,-18.5067,-54.76,93.22,33,89,5.93,overcast clouds
440,Kimbe,PG,-5.5502,150.1429,78.03,88,84,2.46,light rain
441,Taloqan,AF,36.7361,69.5345,61.27,45,99,0.98,overcast clouds
442,La Ronge,CA,55.1001,-105.2842,64.65,29,75,6.91,broken clouds
443,Springbok,ZA,-29.6643,17.8865,64.42,51,60,3.04,broken clouds
444,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,92,0,5.75,clear sky
445,Andenes,NO,69.3143,16.1194,40.98,75,40,12.66,scattered clouds
446,Panzhihua,CN,26.5851,101.7128,61.43,75,97,1.21,overcast clouds
447,Ogulin,HR,45.2661,15.2286,55.36,91,0,2.01,clear sky
448,College,US,64.8569,-147.8028,42.91,82,75,0.0,broken clouds
449,Nemuro,JP,43.3236,145.575,44.29,78,8,15.14,clear sky
450,Samarai,PG,-10.6167,150.6667,82.6,78,36,15.88,scattered clouds
451,Antalaha,MG,-14.9003,50.2788,68.68,77,29,6.69,scattered clouds
452,Progreso,MX,21.2833,-89.6667,84.31,82,100,8.03,moderate rain
453,Caernarfon,GB,53.1413,-4.2702,58.73,58,100,11.5,overcast clouds
454,Coahuayana,MX,18.7333,-103.6833,83.43,73,100,3.15,overcast clouds
455,Leningradskiy,RU,69.3833,178.4167,6.66,81,13,6.87,few clouds
456,Roma,US,43.2128,-75.4557,50.68,64,100,5.99,overcast clouds
457,Yarim,YE,14.298,44.3779,53.46,32,5,4.56,clear sky
458,The Valley,AI,18.217,-63.0578,84.81,70,20,9.22,few clouds
459,Borogontsy,RU,62.6683,131.1683,8.1,99,100,3.09,overcast clouds
460,Vadso,NO,70.0744,29.7487,38.28,81,20,16.11,few clouds
461,Bairnsdale,AU,-37.8333,147.6167,56.05,91,0,1.01,clear sky
462,Nha Trang,VN,12.25,109.1833,73.4,91,60,4.72,broken clouds
463,Mokhsogollokh,RU,61.4681,128.9203,18.39,99,100,1.63,overcast clouds
464,Belmonte,BR,-15.8631,-38.8828,75.4,77,54,7.7,broken clouds
465,Ixtepec,MX,16.5786,-95.1022,76.05,93,100,2.15,light rain
466,Formosa,AR,-26.1775,-58.1781,84.18,42,20,6.91,few clouds
467,Prince Rupert,CA,54.3161,-130.3201,57.29,94,100,29.93,light rain
468,Gat,IL,31.61,34.7642,72.28,100,2,4.61,clear sky
469,Quatre Cocos,MU,-20.2078,57.7625,69.91,77,42,13.67,scattered clouds
470,Yeppoon,AU,-23.1333,150.7333,71.38,82,98,5.79,light rain
471,Luohe,CN,33.5717,114.0353,50.59,34,0,7.05,clear sky
472,Grand Gaube,MU,-20.0064,57.6608,70.2,71,51,4.0,broken clouds
473,Songjianghe,CN,42.1859,127.479,28.26,73,0,4.32,clear sky
474,Novocheremshansk,RU,54.3571,50.1666,45.9,88,100,17.31,light rain
475,San Ignacio,BZ,17.1561,-89.0714,87.94,70,75,4.61,light rain
476,Darhan,MN,49.4867,105.9228,34.16,41,67,5.01,broken clouds
477,Port Blair,IN,11.6667,92.75,78.84,94,75,2.3,mist
478,Cabo Rojo,PR,18.0866,-67.1457,83.89,84,7,1.99,clear sky
479,Goma,CD,-1.6792,29.2228,62.87,94,100,2.08,light rain
480,Mount Isa,AU,-20.7333,139.5,73.17,94,27,1.14,scattered clouds
481,Burgeo,CA,47.6167,-57.6152,55.47,83,30,2.26,scattered clouds
482,Portland,US,45.5234,-122.6762,75.99,63,0,1.99,clear sky
483,Cruzeiro Do Sul,BR,-29.5128,-51.9853,71.53,81,66,4.88,broken clouds
484,Lexington Park,US,38.2668,-76.4538,56.64,50,40,3.44,scattered clouds
485,Rio Cuarto,AR,-33.1307,-64.3499,69.57,43,40,20.71,scattered clouds
486,Emerald,AU,-23.5333,148.1667,71.74,100,100,9.22,overcast clouds
487,Verkh-Usugli,RU,52.7,115.1667,27.48,59,88,3.78,overcast clouds
488,Rosetta,EG,31.4044,30.4164,72.64,73,10,9.8,clear sky
489,Tual,ID,-5.6667,132.75,83.8,72,99,4.38,overcast clouds
490,Sharlyk,RU,52.9167,54.75,42.75,80,100,13.89,overcast clouds
491,Erzin,TR,36.9559,36.2,68.16,82,8,1.43,light rain
492,Stornoway,GB,58.2093,-6.3865,49.96,84,100,6.91,overcast clouds
493,Cassano Delle Murge,IT,40.8928,16.7678,60.94,90,40,4.61,mist
494,San Matias,BO,-16.3667,-58.4,94.57,36,54,2.13,broken clouds
495,Kautokeino,NO,69.0125,23.0412,30.7,80,20,4.99,few clouds
496,Zhangjiakou,CN,40.81,114.8794,40.53,26,1,1.72,clear sky
497,Coshocton,US,40.272,-81.8596,43.47,72,100,4.0,overcast clouds
498,Goure,NE,13.9835,10.2704,85.93,19,6,8.93,clear sky
499,Lansing,US,42.7325,-84.5555,39.58,91,100,18.41,mist
500,Kavaratti,IN,10.5669,72.642,80.35,77,100,20.29,overcast clouds
501,Vitim,RU,59.4511,112.5578,34.27,98,100,7.78,light snow
502,Mareeba,AU,-17.0,145.4333,70.52,93,15,3.65,few clouds
503,Salinopolis,BR,-0.6136,-47.3561,81.43,78,97,16.71,overcast clouds
504,Marandahalli,IN,12.4,78.0,69.78,92,99,2.95,overcast clouds
505,Bom Jesus Da Lapa,BR,-13.255,-43.4181,90.97,19,49,4.81,scattered clouds
506,Harbour Breton,CA,47.4833,-55.7983,58.14,81,5,3.62,clear sky
507,Kangaba,ML,11.9333,-8.4167,79.54,53,34,3.69,scattered clouds
508,Port Keats,AU,-14.25,129.55,82.45,75,100,4.9,overcast clouds
509,Amboasary,MG,-25.0333,46.3833,67.86,82,3,7.02,clear sky
510,Jalu,LY,29.0331,21.5482,66.02,62,12,9.53,few clouds
511,Baherden,TM,38.4362,57.4316,52.09,67,91,3.06,overcast clouds
512,Bulaevo,KZ,54.9056,70.4439,42.08,61,100,11.56,overcast clouds
513,Belyy Yar,RU,53.6039,91.3903,37.29,82,0,2.24,clear sky
514,Bondo,CD,3.8146,23.6866,69.55,97,86,1.88,light rain
515,Macae,BR,-22.3708,-41.7869,74.95,88,40,12.66,scattered clouds
516,Bontang,ID,0.1333,117.5,77.14,90,100,4.32,overcast clouds
517,Wawa,NG,9.9022,4.4192,77.77,56,55,1.74,broken clouds
518,Olivehurst,US,39.0955,-121.5522,90.97,36,0,10.36,clear sky
519,Mitsamiouli,KM,-11.3847,43.2844,75.22,78,1,9.06,clear sky
520,Drayton Valley,CA,53.2168,-114.9854,69.6,20,100,2.13,overcast clouds
521,Erenhot,CN,43.6475,111.9767,42.13,28,23,9.82,few clouds
522,Ingham,US,42.6,-84.3833,39.87,92,100,18.88,light rain
523,Saint George,US,37.1041,-113.5841,84.43,21,0,5.75,clear sky
524,Zhaotong,CN,27.3167,103.7167,45.59,82,9,1.3,clear sky
525,Vicente Guerrero,MX,19.1194,-98.1708,56.59,54,96,6.2,light rain
526,Anori,BR,-3.7728,-61.6442,82.63,68,98,3.15,overcast clouds
527,Roberval,CA,48.5168,-72.2324,52.25,93,100,5.75,overcast clouds
528,Nago,JP,26.5881,127.9761,73.83,66,100,18.39,overcast clouds
529,Kabansk,RU,52.0486,106.6528,33.6,80,88,4.32,overcast clouds
530,Abu Dhabi,AE,24.4667,54.3667,86.02,81,0,3.44,clear sky
531,Mikkeli,FI,61.6886,27.2723,39.31,87,75,4.61,broken clouds
532,Richmond,US,37.5538,-77.4603,55.44,48,40,8.05,scattered clouds
533,Zeya,RU,53.75,127.2667,27.77,79,34,2.24,scattered clouds
534,Hauterive,FR,46.0901,3.4459,59.76,85,11,3.29,few clouds
535,Umm Kaddadah,SD,13.6017,26.6876,85.5,21,10,11.81,clear sky
536,Mangrol,IN,21.1167,70.1167,79.29,66,67,7.63,broken clouds
537,Camacha,PT,33.0833,-16.3333,69.22,83,20,9.22,few clouds
538,Lewistown,US,40.5992,-77.5714,48.72,75,100,11.5,overcast clouds
539,Gumdag,TM,39.2061,54.5906,54.77,69,92,13.44,overcast clouds
540,Beirut,LB,33.8889,35.4944,72.34,73,20,4.61,few clouds
541,Rongcheng,CN,30.634,117.8517,46.0,57,0,3.91,clear sky
542,Pitsunda,GE,43.1592,40.3378,59.18,79,0,4.52,clear sky
543,Altamira,BR,-3.2033,-52.2064,87.89,58,20,5.75,few clouds
544,Barzas,RU,55.7167,86.3167,35.1,97,100,8.48,snow
545,Alghero,IT,40.5589,8.3181,62.69,100,0,2.3,fog
546,Balaka,MW,-14.9793,34.9558,75.04,48,19,2.35,few clouds
547,Chincha Alta,PE,-13.4099,-76.1323,63.19,70,18,7.7,few clouds
548,Kolomna,RU,55.0794,38.7783,46.13,86,100,8.03,overcast clouds
549,Te Anau,NZ,-45.4167,167.7167,47.23,70,73,6.29,broken clouds
550,Komsomolskiy,UZ,40.4272,71.7189,56.12,76,75,2.3,moderate rain
551,Nisia Floresta,BR,-6.0911,-35.2086,77.81,79,33,11.43,scattered clouds
552,Marsa Matruh,EG,31.3525,27.2453,70.59,71,4,8.97,clear sky
553,Kalaleh,IR,37.3807,55.4916,64.0,77,100,6.91,overcast clouds
554,Huarmey,PE,-10.0681,-78.1522,66.83,73,19,11.5,few clouds
555,Barraute,CA,48.4335,-77.6328,44.87,78,98,1.63,overcast clouds
556,Ise,JP,34.4833,136.7,56.52,73,5,8.86,clear sky
557,Makeni,SL,8.8833,-12.05,74.32,93,43,2.77,light rain
558,Coldstream,GB,55.6511,-2.2529,51.78,89,37,4.79,scattered clouds
559,Colon,PA,9.3592,-79.9014,81.36,86,100,8.01,overcast clouds
560,Maridi,SS,4.9158,29.4742,68.4,94,100,2.68,light rain
561,Pacific Grove,US,36.6177,-121.9166,87.48,52,0,5.75,clear sky
562,Deputatskiy,RU,69.3,139.9,-4.14,98,98,4.94,overcast clouds
563,Srednekolymsk,RU,67.45,153.6833,2.01,96,100,9.98,overcast clouds
564,Cabo San Lucas,MX,22.8909,-109.9124,87.1,65,40,5.75,scattered clouds
565,Acajutla,SV,13.5928,-89.8275,83.12,75,97,5.93,overcast clouds
566,Xichang,CN,27.8964,102.2634,55.4,76,91,2.48,overcast clouds
567,Bayan,CN,46.0833,127.4,30.38,55,0,5.99,clear sky
568,Myitkyina,MM,25.3833,97.4,69.57,90,90,1.57,overcast clouds
569,Kilrush,IE,52.6397,-9.4833,56.95,81,100,22.24,moderate rain
570,Cefalu,IT,38.0386,14.0229,68.54,83,0,3.0,clear sky
571,Chestermere,CA,51.0334,-113.8187,77.85,14,75,4.61,broken clouds
572,Zyryanskoye,RU,56.8306,86.6258,38.48,87,100,6.04,overcast clouds
573,Narbonne,FR,43.0833,2.8333,67.44,81,50,3.11,scattered clouds
574,Beringovskiy,RU,63.05,179.3167,38.8,92,100,30.69,light rain
575,Uglovskoye,RU,51.3557,80.1942,36.25,70,43,6.55,scattered clouds
576,Wukari,NG,7.85,9.7833,78.76,73,99,4.38,overcast clouds
577,Gorontalo,ID,0.5412,123.0595,74.19,96,100,2.84,overcast clouds
578,Pansoy,PH,13.1825,122.5989,78.8,81,100,1.12,overcast clouds
579,Batticaloa,LK,7.7102,81.6924,79.02,78,100,8.37,overcast clouds
580,Zyryanka,RU,65.75,150.85,9.79,94,100,19.06,overcast clouds
581,Makasar,ID,-5.14,119.4221,75.25,94,20,3.44,few clouds
582,Tottori,JP,35.5,134.2333,50.07,87,40,8.05,scattered clouds
583,Jiuquan,CN,39.7432,98.5174,45.73,16,17,2.26,few clouds
584,Delta,NG,5.5,6.0,76.51,92,99,4.23,overcast clouds
585,Akyab,MM,20.15,92.9,76.41,85,85,5.82,overcast clouds
586,Amuntai,ID,-2.4177,115.2494,73.87,99,100,0.31,overcast clouds
587,Miri,MY,4.4148,114.0089,75.34,100,40,1.14,moderate rain
588,Santona,ES,43.4439,-3.4576,78.73,52,97,7.87,overcast clouds
589,Flinders,AU,-34.5833,150.8552,68.38,88,75,4.0,broken clouds
590,Santiago Del Estero,AR,-27.7951,-64.2615,70.7,50,92,5.68,overcast clouds
591,Presidente Dutra,BR,-5.29,-44.49,90.95,32,12,5.61,few clouds
592,Assens,DK,55.2702,9.9008,53.49,90,69,15.39,broken clouds
593,Kupang,ID,-10.1667,123.5833,79.07,80,100,3.47,overcast clouds
594,Las Vegas,US,36.175,-115.1372,87.6,17,0,10.36,clear sky
595,Umm Lajj,SA,25.0213,37.2685,82.18,63,0,6.73,clear sky
596,Gabu,GW,12.2833,-14.2167,80.74,76,83,1.1,light rain
597,Khartoum,SD,15.5518,32.5324,88.02,47,12,4.29,few clouds
598,Cravo Norte,CO,6.3017,-70.2041,86.79,64,78,0.78,broken clouds
599,Christchurch,NZ,-43.5333,172.6333,55.33,76,68,4.61,broken clouds
600,Barcelos,PT,41.5388,-8.6151,66.34,90,100,10.67,overcast clouds
601,Rio Grande,BR,-32.035,-52.0986,64.51,91,100,20.4,overcast clouds
602,Tourlaville,FR,49.6383,-1.5664,62.02,94,75,16.11,broken clouds
603,Teya,RU,60.3778,92.6267,31.12,93,99,2.57,overcast clouds
604,Manacapuru,BR,-3.2997,-60.6206,79.56,80,100,2.82,overcast clouds
605,Andra,RU,62.5147,65.8878,38.1,97,100,8.28,light rain
606,Gotsu,JP,35.0,132.2167,53.35,82,24,3.44,few clouds
607,Sao Felix Do Xingu,BR,-6.6447,-51.995,82.26,63,75,2.26,broken clouds
608,Surgut,RU,61.25,73.4167,41.18,93,75,8.99,light intensity shower rain
609,Kurumkan,RU,54.3,110.3,32.36,91,49,4.03,light snow
610,Banyo,CM,6.75,11.8167,65.52,90,63,3.09,broken clouds
611,Port-Gentil,GA,-0.7193,8.7815,80.56,83,40,9.22,scattered clouds
612,High Level,CA,58.5169,-117.136,64.51,39,75,5.75,broken clouds
613,Cienfuegos,CU,22.1461,-80.4356,87.94,70,100,8.05,overcast clouds
614,Paraiso,CR,9.8383,-83.8656,70.66,84,93,3.42,overcast clouds
615,Pizhanka,RU,57.4604,48.542,42.94,93,100,9.01,light rain
616,Urumqi,CN,43.801,87.6005,47.35,81,75,4.47,broken clouds
617,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,62.47,72,100,13.8,overcast clouds
618,Kisangani,CD,0.5167,25.2,74.26,78,100,1.23,overcast clouds
619,Tornio,FI,65.8481,24.1466,32.02,80,8,10.71,clear sky
620,Limoeiro Do Norte,BR,-5.1456,-38.0981,82.63,59,31,13.4,scattered clouds
621,Ossora,RU,59.2353,163.0719,32.86,82,100,21.72,overcast clouds
622,Yenagoa,NG,4.9247,6.2642,76.68,91,90,4.65,overcast clouds
623,Arshan,RU,46.2732,44.22,46.78,81,35,13.42,scattered clouds
624,Port Hawkesbury,CA,45.6169,-61.3485,57.58,98,100,15.01,mist
625,Banepa,NP,27.6298,85.5214,57.52,88,40,2.3,scattered clouds
626,Atasu,KZ,48.6814,71.6433,38.34,58,70,5.41,broken clouds
627,Nitra,SK,48.3076,18.0845,54.64,50,15,0.51,few clouds
628,Pangody,RU,65.85,74.4859,38.3,97,100,18.01,light rain
629,Jiancheng,CN,30.391,104.5491,64.72,69,51,1.36,broken clouds
630,Kidal,ML,18.4411,1.4078,83.57,20,41,11.36,scattered clouds
631,Winnemucca,US,40.973,-117.7357,78.85,10,0,0.0,clear sky
632,Adre,TD,13.4667,22.2,78.12,32,0,1.43,clear sky
633,Nabire,ID,-3.3667,135.4833,74.84,94,100,3.24,moderate rain
634,Sukumo,JP,32.9333,132.7333,53.37,86,2,6.4,clear sky
635,Rybachiy,RU,48.7073,44.7449,49.86,46,98,13.73,overcast clouds
636,Panelas,BR,-8.6636,-36.0058,68.56,88,21,12.64,few clouds
637,Lagoa,PT,39.05,-27.9833,63.36,59,100,31.74,overcast clouds
638,Namatanai,PG,-3.6667,152.4333,81.32,70,31,8.08,scattered clouds
639,Kitimat,CA,54.0524,-128.6534,57.58,26,100,3.2,overcast clouds
640,Eureka,US,40.8021,-124.1637,70.2,77,23,5.01,few clouds
641,Kokoda,PG,-8.8785,147.7407,76.5,90,100,0.72,overcast clouds
642,Herat,AF,34.5,62.0,57.34,51,6,11.79,clear sky
643,Sayanogorsk,RU,53.0875,91.3997,39.6,75,100,9.04,overcast clouds
644,Birin,NP,26.8865,88.0718,52.45,65,0,6.02,clear sky
645,Eyl,SO,7.9803,49.8164,78.64,79,31,11.39,scattered clouds
646,Hay River,CA,60.8156,-115.7999,51.78,54,75,6.91,broken clouds
647,Axim,GH,4.8699,-2.2405,77.76,86,55,5.99,broken clouds
648,Sharan,RU,54.8167,54.0,44.38,84,100,13.87,light rain
649,Shakawe,BW,-18.3667,21.85,69.53,55,49,10.09,light rain
650,San Patricio,US,28.017,-97.5169,72.16,27,100,7.76,overcast clouds
651,Luganville,VU,-15.5333,167.1667,82.44,76,27,9.55,scattered clouds
652,Andria,IT,41.2306,16.2909,60.26,90,0,2.86,clear sky
653,Lima,PE,-12.0432,-77.0282,71.91,62,100,11.5,overcast clouds
654,Phan Thiet,VN,10.9333,108.1,74.89,89,79,3.13,broken clouds
655,Aloleng,PH,16.1307,119.7824,77.43,91,100,10.92,overcast clouds
656,Chapais,CA,49.7834,-74.8492,47.98,95,100,9.28,moderate rain
657,Sangar,RU,63.9242,127.4739,15.67,83,100,7.23,overcast clouds
658,Melton,AU,-37.6833,144.5833,54.7,89,0,0.83,clear sky
659,Palu,ID,-0.8917,119.8707,75.61,93,100,2.84,overcast clouds
660,Ulaangom,MN,49.9811,92.0667,34.52,69,59,4.63,broken clouds
661,Kishorganj,BD,24.4333,90.7667,72.9,88,0,5.77,clear sky
662,Gamba,GA,-2.65,10.0,77.65,86,100,7.63,overcast clouds
663,Khasan,RU,42.4308,130.6434,40.39,59,0,8.03,clear sky
664,Plerin,FR,48.5425,-2.7798,64.72,95,100,8.05,overcast clouds
665,Charters Towers,AU,-20.1,146.2667,73.09,71,50,12.82,scattered clouds
666,Chettipalaiyam,IN,10.9,77.0667,73.35,94,40,6.91,mist
667,Paamiut,GL,61.994,-49.6678,37.76,93,100,11.36,light rain
668,Viamao,BR,-30.0811,-51.0233,68.76,84,75,19.57,broken clouds
669,Tukrah,LY,32.5341,20.5791,69.84,69,70,14.85,light rain
670,Colares,PT,38.7992,-9.4469,69.33,97,100,14.0,overcast clouds
671,Goundam,ML,16.4145,-3.6708,91.62,13,4,9.1,clear sky
672,Nobres,BR,-14.7203,-56.3275,97.84,24,57,2.98,broken clouds
673,Bayanday,RU,53.0661,105.5139,34.79,97,100,3.51,overcast clouds
674,Maholi,IN,27.6667,80.4667,71.15,69,0,2.01,clear sky
675,Devonport,AU,-41.1667,146.35,52.09,71,8,3.49,clear sky
676,Alta Floresta,BR,-9.8756,-56.0861,79.88,68,100,5.14,overcast clouds
677,Vilhena,BR,-12.7406,-60.1458,71.82,88,40,2.3,moderate rain
678,Shahgarh,IN,24.3167,79.1333,67.35,63,0,2.01,clear sky
679,Shu,KZ,43.5983,73.7614,46.56,77,37,2.21,scattered clouds
